# Generated from Japanese N2 Grammar
dabia-jlpt::N2 Grammar,7de4326a-4c7f-58fb-b111-bb8fe659e60a,など,,,N / V-连体形,强调、举例与并列 | …之类的（なんか/なんて口语表贬低/轻视）,,,,,あの優秀な中村さんが試験に落ちる__信じられない。,あの優秀な中村さんが試験に落ちるなど信じられない。,那个优秀的中村竟然考试没通过，真是让人不敢相信。,,jlpt_n2_grammar/7de4326a-4c7f-58fb-b111-bb8fe659e60a.mp3
dabia-jlpt::N2 Grammar,86592ffc-fbf5-5f94-a008-37ac379a23dc,はもちろん,,,N,强调、举例与并列 | …就不用说了…也…（もとより更正式）,,,,,面接試験ではその人の能力__、服装までも判断される。,面接試験ではその人の能力はもちろん、服装までも判断される。,面试考试时，个人的能力自不用说，连服装也会成为评判的依据。,,jlpt_n2_grammar/86592ffc-fbf5-5f94-a008-37ac379a23dc.mp3
dabia-jlpt::N2 Grammar,0be3cfa3-cda8-5679-bea1-f91a46f14300,も,,,N+も+V-假定/N+なら,强调、举例与并列 | 既…也… / 既包括前项也包括后项,,,,,彼女は歌__歌えば、踊りも踊る。,彼女は歌も歌えば、踊りも踊る。,她既能唱歌，也会跳舞，能歌善舞。,,jlpt_n2_grammar/0be3cfa3-cda8-5679-bea1-f91a46f14300.mp3
dabia-jlpt::N2 Grammar,79e82fd4-79c5-576d-88d6-2affd3140409,やら,,,V/A-连体形 / N,强调、举例与并列 | 啦…啦…（带有杂乱、头疼的罗列）,,,,,親から離れた子供たちは泣く__叫ぶやら大騒ぎだった。,親から離れた子供たちは泣くやら叫ぶやら大騒ぎだった。,离开父母的孩子们哭的哭、闹的闹，乱成了一锅粥。,,jlpt_n2_grammar/79e82fd4-79c5-576d-88d6-2affd3140409.mp3
dabia-jlpt::N2 Grammar,d5afbf83-aecd-5f6d-aa50-0935e3a512b7,を始め,,,N,强调、举例与并列 | 以…为首 / 以…为代表,,,,,日本は自動車__、さまざまな工業製品を輸出している。,日本は自動車を始め、さまざまな工業製品を輸出している。,日本以汽车为首，出口各种各样的工业制品。,,jlpt_n2_grammar/d5afbf83-aecd-5f6d-aa50-0935e3a512b7.mp3
dabia-jlpt::N2 Grammar,b6dc6ccc-794c-5937-b8b8-bb8b3c5ad47c,かけ,,,V-ます形去掉ます,语气、倾向、状态与神态表达 | 开始做… / 做到一半中断 / 眼看要…,,,,,やり__の仕事があるので、まだ帰れない。,やりかけの仕事があるので、まだ帰れない。,因为手上还有做到一半没做完的工作，所以现在还不能回去。,,jlpt_n2_grammar/b6dc6ccc-794c-5937-b8b8-bb8b3c5ad47c.mp3
dabia-jlpt::N2 Grammar,2aa64e59-7738-517a-aff9-53a81b407f3f,がち,,,N / V-ます形去掉ます,语气、倾向、状态与神态表达 | 往往容易… / 常常（发生不好的状态）,,,,,先日病気__のおばを見舞いに行った。,先日病気がちのおばを見舞いに行った。,前些日子去探望了经常生病、身体虚弱的伯母。,,jlpt_n2_grammar/2aa64e59-7738-517a-aff9-53a81b407f3f.mp3
dabia-jlpt::N2 Grammar,b971a704-4004-56f5-aebf-0dabe443a833,気味,,,N / V-ます形去掉ます,语气、倾向、状态与神态表达 | 感觉有点…（主观上感觉身体/精神不适）,,,,,今日は疲れ__だから早く帰ろうと思う。,今日は疲れ気味だから早く帰ろうと思う。,因为今天感觉有点累，所以打算早点回家。,,jlpt_n2_grammar/b971a704-4004-56f5-aebf-0dabe443a833.mp3
dabia-jlpt::N2 Grammar,e3a7ae19-2009-5bc7-8dd2-6c7b0e3a6e18,げ,,,A-词干 / V-ます形,语气、倾向、状态与神态表达 | 好像是… / 显得…（表现出某种神态）,,,,,一人娘の結婚式の日、父親は何となく寂し__だった。,一人娘の結婚式の日、父親は何となく寂しげだった。,独生女结婚的那一天，父亲总觉得神色间显得有些寂寞。,,jlpt_n2_grammar/e3a7ae19-2009-5bc7-8dd2-6c7b0e3a6e18.mp3
dabia-jlpt::N2 Grammar,43b4bd41-6513-5e2e-8f8b-e6501b54ffd8,だらけ,,,N,语气、倾向、状态与神态表达 | 尽是… / 满是…（肉眼可见讨厌的不洁物）,,,,,部屋がゴミ__で汚い、すぐ掃除しなさい。,部屋がゴミだらけで汚い、すぐ掃除しなさい。,房间里满是垃圾，太脏了，立刻去打扫干净。,,jlpt_n2_grammar/43b4bd41-6513-5e2e-8f8b-e6501b54ffd8.mp3
dabia-jlpt::N2 Grammar,cc482830-116c-5464-ae82-78fe756748ea,っぽい,,,N / V-ます形去掉ます,语气、倾向、状态与神态表达 | 容易…的 / 感觉带有…倾向的/ 像…似的,,,,,今日は風が強くて、ほこり__。,今日は風が強くて、ほこりっぽい。,今天风很大，感觉空气里到处都灰蒙蒙的。,,jlpt_n2_grammar/cc482830-116c-5464-ae82-78fe756748ea.mp3
dabia-jlpt::N2 Grammar,370d7b51-002b-5e0e-9704-8e46dc0973ca,てしようがない,,,V-て形 / A-くて / Na-で,难以忍受的生理/心理情感表现 | …得不得了 / 非常…（无奈的客观生理感受）,,,,,夕べは徹夜したので、今朝は眠く__。,夕べは徹夜したので、今朝は眠くてしようがない。,昨晚熬通宵了，今天早晨困得不得了，没办法控制。,,jlpt_n2_grammar/370d7b51-002b-5e0e-9704-8e46dc0973ca.mp3
dabia-jlpt::N2 Grammar,799117e0-7fe4-5a1f-8ea4-0d77cd9b0d80,てたまらない,,,V-て形 / A-くて / Na-で,难以忍受的生理/心理情感表现 | …得不得了 / 极其…（强烈的主观心理感受）,,,,,あと１点で合格できたと思うと悔しく__。,あと１点で合格できたと思うと悔しくてたまらない。,一想到只差一分就能及格，就后悔、懊恼得不得了。,,jlpt_n2_grammar/799117e0-7fe4-5a1f-8ea4-0d77cd9b0d80.mp3
dabia-jlpt::N2 Grammar,6e498bd6-2a23-5c29-881b-f094e47f7969,てならない,,,V-て形 / A-くて / Na-で,难以忍受的生理/心理情感表现 | ……得不得了（自然自发产生，无法抑制）,,,,,試験の結果が気になっ__。,試験の結果が気になってならない。,不知怎么的，心里不由得非常担心考试的结果。,,jlpt_n2_grammar/6e498bd6-2a23-5c29-881b-f094e47f7969.mp3
dabia-jlpt::N2 Grammar,b012459c-f96c-5f48-b284-4a7bd9763957,あげく,,,N + の / V-た形,主观判断、意志、评价与行为结果 | 历经千辛万苦，最后（落得消极结果）,,,,,彼女はいろいろと悩んだ__、結婚を止めてしまった。,彼女はいろいろと悩んだあげく、結婚を止めてしまった。,她再三烦恼的结果，最终竟然是放弃了结婚。,,jlpt_n2_grammar/b012459c-f96c-5f48-b284-4a7bd9763957.mp3
dabia-jlpt::N2 Grammar,e67c556b-681c-5424-9066-1b88f6c83f0e,以上,,,V-普通形 / V-た形,主观判断、意志、评价与行为结果 | 既然…就必须…（承担相应责任/义务）,,,,,日本の企業に就職が決まった__、日本語をマスターしなければならない。,日本の企業に就職が決まった以上、日本語をマスターしなければならない。,既然决定了去日本企业就职，就必须精通日语。,,jlpt_n2_grammar/e67c556b-681c-5424-9066-1b88f6c83f0e.mp3
dabia-jlpt::N2 Grammar,6e0a82cc-272d-5fa0-bcd0-199beb0e51a3,上は,,,V-原型 / V-た形,主观判断、意志、评价与行为结果 | 既然…就必定…（书面语，多用于下定决心）,,,,,タバコを止めようと決めた__、最後まで我慢しなければならない。,タバコを止めようと決めた上は、最後まで我慢しなければならない。,既然下定决心戒烟，就必须咬牙坚持忍耐到最后。,,jlpt_n2_grammar/6e0a82cc-272d-5fa0-bcd0-199beb0e51a3.mp3
dabia-jlpt::N2 Grammar,b919f208-8ea6-5e08-a4e4-52d99895cddb,の上で,,,N + の / V-原型,主观判断、意志、评价与行为结果 | 在…方面 / 在…上来看,,,,,計算__は間違いはないだろう。,計算の上では間違いはないだろう。,从计算层面上来看，应该没有什么错误吧。,,jlpt_n2_grammar/b919f208-8ea6-5e08-a4e4-52d99895cddb.mp3
dabia-jlpt::N2 Grammar,8d4d7178-5b10-5eab-9f79-379ed621fe9b,上で,,,N + の / V-た形,主观判断、意志、评价与行为结果 | 在做了…之后，再做后项（前项是后项的前提）,,,,,说明をよく聞いた__、旅行のコースを選びたい。,说明をよく聞いた上で、旅行のコースを選びたい。,我想在好好听完各位的说明之后，再选择旅游路线。,,jlpt_n2_grammar/8d4d7178-5b10-5eab-9f79-379ed621fe9b.mp3
dabia-jlpt::N2 Grammar,50caf3d3-4553-5c4b-878b-b950d188e22c,ではないか,,,V-意志形,主观判断、意志、评价与行为结果 | 让我们一起干…吧！（强烈号召、倡议）,,,,,皆は行って見よう__。,皆は行って見ようではないか。,让我们大家一起去看看吧！,,jlpt_n2_grammar/50caf3d3-4553-5c4b-878b-b950d188e22c.mp3
dabia-jlpt::N2 Grammar,7e39f471-4f78-56af-b481-03645bfb42f4,得ない,,,V-ます形去掉ます,主观判断、意志、评价与行为结果 | （不）能够… / （不）可能…（客观概率）,,,,,協力をなくして、ゴミの問題の解決はあり__。,協力をなくして、ゴミの問題の解決はあり得ない。,如果失去了市民的协助，垃圾问题的解决是完全不可能的。,,jlpt_n2_grammar/7e39f471-4f78-56af-b481-03645bfb42f4.mp3
dabia-jlpt::N2 Grammar,cc9fc12c-a2ab-5db2-ae97-7e9ac22cb928,恐れがある,,,N + の / V-原型,主观判断、意志、评价与行为结果 | 有…（发生坏事、让人害怕）的危险/可能,,,,,この建物は崩れる__ので、近づかないでください。,この建物は崩れる恐れがあるので、近づかないでください。,这座建筑物有倒塌的危险，请不要靠近。,,jlpt_n2_grammar/cc9fc12c-a2ab-5db2-ae97-7e9ac22cb928.mp3
dabia-jlpt::N2 Grammar,4c3f36bf-50e1-59da-9a22-c4d248e250c9,がたい,,,V-ます形去掉ます,主观判断、意志、评价与行为结果 | 难以…（心理上感到无法接受、很难做到）,,,,,何の罪もない幼児を殺すことは許し__。,何の罪もない幼児を殺すことは許しがたい。,残害无辜的幼儿，是绝对难以饶恕的。,,jlpt_n2_grammar/4c3f36bf-50e1-59da-9a22-c4d248e250c9.mp3
dabia-jlpt::N2 Grammar,7fe5a75e-cbbc-58bb-b971-6c37b62808d9,かねます,,,V-ます形去掉ます,主观判断、意志、评价与行为结果 | 难以… / 无法…（委婉客气的拒绝）,,,,,私は失業中なので、結婚しようとは言い出し__。,私は失業中なので、結婚しようとは言い出しかねます。,因为我现在还在失业中，想结婚的话实在难以说出口。,,jlpt_n2_grammar/7fe5a75e-cbbc-58bb-b971-6c37b62808d9.mp3
dabia-jlpt::N2 Grammar,dc8c075f-01a4-596a-9092-adbc7d8f4719,かねない,,,V-ます形去掉ます,主观判断、意志、评价与行为结果 | 很有可能会发生…（坏事） / 不排除…可能,,,,,この吹雪では遭難し__ので、引き返すことにしましょう。,この吹雪では遭難しかねないので、引き返すことにしましょう。,这种暴风雪天气极有可能会遇难，我们还是决定往回返吧。,,jlpt_n2_grammar/dc8c075f-01a4-596a-9092-adbc7d8f4719.mp3
dabia-jlpt::N2 Grammar,9f174a31-06a1-5970-884c-e2821dec6729,かのようだ,,,N / V-普通形,主观判断、意志、评价与行为结果 | 仿佛就像…那样…（其实不是）,,,,,最近暖かくて、まるで春が来た__。,最近暖かくて、まるで春が来たかのようだ。,最近天气很暖和，仿佛春天已经到来了一样。,,jlpt_n2_grammar/9f174a31-06a1-5970-884c-e2821dec6729.mp3
dabia-jlpt::N2 Grammar,8c7de683-f464-5ece-9e41-cefdc5ca2bc8,きれない,,,V-ます形去掉ます,主观判断、意志、评价与行为结果 | …完 / 能做尽 / 没办法做完（～きれない）,,,,,こんなにご馳走が並ぶと、とても食べ__。,こんなにご馳走が並ぶと、とても食べきれない。,摆了这么多美味佳肴，根本没办法全部吃完。,,jlpt_n2_grammar/8c7de683-f464-5ece-9e41-cefdc5ca2bc8.mp3
dabia-jlpt::N2 Grammar,d9644993-b7c0-590f-8f3f-e508782f07d1,ことか,,,连体形（V多用た形）,主观判断、意志、评价与行为结果 | 多么…啊！（强烈的感叹）,,,,,こんな辛い仕事は何度とやめようと思った__。,こんな辛い仕事は何度とやめようと思ったことか。,这样辛苦的工作，我多少次都想甩手不干了啊！,,jlpt_n2_grammar/d9644993-b7c0-590f-8f3f-e508782f07d1.mp3
dabia-jlpt::N2 Grammar,eac15470-8308-52f0-af33-cc18efc75502,ことだ,,,V-原型 / V-ない形,主观判断、意志、评价与行为结果 | 应该… / 还是…为好（长辈对晚辈口头规劝）,,,,,お金が欲しいなら、一生懸命働く__。,お金が欲しいなら、一生懸命働くことだ。,如果想要赚钱，就应该拼命努力工作。,,jlpt_n2_grammar/eac15470-8308-52f0-af33-cc18efc75502.mp3
dabia-jlpt::N2 Grammar,5f99905a-92b6-5fbd-8633-db33b7e080dd,ことなく,,,V-原型,主观判断、意志、评价与行为结果 | 毫无…地 / 没做…就…（书面语）,,,,,山川さんは２０年間休む__、会社に通った。,山川さんは２０年間休むことなく、会社に通った。,山川先生在20年的时间里没有请过一次假，一直坚持去公司上班。,,jlpt_n2_grammar/5f99905a-92b6-5fbd-8633-db33b7e080dd.mp3
dabia-jlpt::N2 Grammar,cf224a92-7674-5548-bada-d8c4b6c271a9,ことに,,,连体形（V多用た形）,主观判断、意志、评价与行为结果 | 令人感到…的是（先行交代情感）,,,,,困った__相手の名前がどうにも思い出せなかった。,困ったことに相手の名前がどうにも思い出せなかった。,让人头疼的是，对方的名字怎么也想不起来了。,,jlpt_n2_grammar/cf224a92-7674-5548-bada-d8c4b6c271a9.mp3
dabia-jlpt::N2 Grammar,ea3ee84b-7026-513f-9d40-9e09d29e2e57,ことになっている,,,V-原型,主观判断、意志、评价与行为结果 | 规定为…（社会团体、法律、集体的既定规则）,,,,,職員会議は今週の金曜日に開かれる__。,職員会議は今週の金曜日に開かれることになっている。,根据规定，教职员会议将于本周五召开。,,jlpt_n2_grammar/ea3ee84b-7026-513f-9d40-9e09d29e2e57.mp3
dabia-jlpt::N2 Grammar,ff4b95dd-476d-5484-bb47-70388e39109b,ことにしている,,,V-原型,主观判断、意志、评价与行为结果 | 坚持…（个人的主观日常习惯）,,,,,私は毎日必ず日記をつける__。,私は毎日必ず日記をつけることにしている。,我坚持每天一定要写日记。,,jlpt_n2_grammar/ff4b95dd-476d-5484-bb47-70388e39109b.mp3
dabia-jlpt::N2 Grammar,ec4868d1-5784-57ac-baa3-e95fe5821395,ことはない,,,V-原型,主观判断、意志、评价与行为结果 | 无需… / 没必要…（用于口头安慰或劝告）,,,,,お父さんの病気はすぐによくなるから、何も心配する__。,お父さんの病気はすぐによくなるから、何も心配することはない。,父亲的病很快就会好起来的，所以你无需担心什么。,,jlpt_n2_grammar/ec4868d1-5784-57ac-baa3-e95fe5821395.mp3
dabia-jlpt::N2 Grammar,3a41fd58-cc79-541d-8ad5-ea9bb48a6aeb,際,,,N + の / V-原型,主观判断、意志、评价与行为结果 | …的时候（公共或正式场合的公告用语）,,,,,電車を降りる__は足元にご注意ください。,電車を降りる際は足元にご注意ください。,下电车的时候请注意脚下安全。,,jlpt_n2_grammar/3a41fd58-cc79-541d-8ad5-ea9bb48a6aeb.mp3
dabia-jlpt::N2 Grammar,1e5f5eda-a489-551c-a91f-d5936a5a7065,ざるを得ない,,,V-ない形去掉ない / （する 变为 せざる）,主观判断、意志、评价与行为结果 | 不得不… / 只好…（非本意，被迫做某事）,,,,,欲しい本も次の機会にと諦め__。,欲しい本も次の機会にと諦めざるを得ない。,也只能把买书的计划放到下一次，这次被迫放弃了。,,jlpt_n2_grammar/1e5f5eda-a489-551c-a91f-d5936a5a7065.mp3
dabia-jlpt::N2 Grammar,97d17ca5-1b1e-5e5f-8be8-f8ab1cf2d2ef,しかない,,,V-原型,主观判断、意志、评价与行为结果 | 只有…才行 / 只能…（别无选择）,,,,,試験に合格するにはがんばる__。,試験に合格するにはがんばるしかない。,想要通过考试，除了拼命努力别无他法。,,jlpt_n2_grammar/97d17ca5-1b1e-5e5f-8be8-f8ab1cf2d2ef.mp3
dabia-jlpt::N2 Grammar,1d43387b-3835-57b7-a06c-f8d1a8a62e66,次第だ,,,N / V-原型,主观判断、意志、评价与行为结果 | 全凭…而定 / 由…而决定（根据前项变动）,,,,,この計画を実行するかどうかは君の決心__。,この計画を実行するかどうかは君の決心次第だ。,这个计划究竟能否付诸实行，全凭你下多大决心。,,jlpt_n2_grammar/1d43387b-3835-57b7-a06c-f8d1a8a62e66.mp3
dabia-jlpt::N2 Grammar,21c27bee-beb0-513d-8a71-72925c7c0213,ずにはいられない,,,V-ない形去掉ない / （する 变为 せず）,主观判断、意志、评价与行为结果 | 不能不… / 无论如何都禁不住要…,,,,,困っている人を見たら、助け__。,困っている人を見たら、助けずにはいられない。,一旦看到处于困境中的人，就没办法不去伸出援手。,,jlpt_n2_grammar/21c27bee-beb0-513d-8a71-72925c7c0213.mp3
dabia-jlpt::N2 Grammar,2fa7ac71-114e-58e4-a7f1-fe15051bac54,ところ,,,V-た形,主观判断、意志、评价与行为结果 | 试着做了…结果没想到…（引出意外新发现）,,,,,募金を募った__、多くの人が協力してくれた。,募金を募ったところ、多くの人が協力してくれた。,试着募集了一下捐款，没想到很多人都给予了大力协助。,,jlpt_n2_grammar/2fa7ac71-114e-58e4-a7f1-fe15051bac54.mp3
dabia-jlpt::N2 Grammar,9613d2e1-e54f-5347-a3ae-464be288e391,け,,,N-だった / V-た形,主观判断、意志、评价与行为结果 | 是…来着吗？（用于确认或回忆遗忘的事物）,,,,,一度読んだんだ__ど、あの雑誌の名前は何だっけ。,一度読んだんだけど、あの雑誌の名前は何だっけ。,虽然曾经读过一次，但那个杂志的名字叫什么来着？,,jlpt_n2_grammar/9613d2e1-e54f-5347-a3ae-464be288e391.mp3
dabia-jlpt::N2 Grammar,815e402e-b9b7-5fa2-a154-64de108898c0,っこない,,,V-ます形去掉ます,主观判断、意志、评价与行为结果 | 绝对不会… / 哪能…（口语中强烈否定可能性）,,,,,優しい林さんがそんな冷たいこと言い__。,優しい林さんがそんな冷たいこと言いっこない。,那么温柔的林先生，绝对不可能说出那样冷淡的话来。,,jlpt_n2_grammar/815e402e-b9b7-5fa2-a154-64de108898c0.mp3
dabia-jlpt::N2 Grammar,3c3b9ad9-9b63-5926-b838-a52fd8e67fa1,ないことには,,,V-ない形,主观判断、意志、评价与行为结果 | 如果不先完成前项…就无法做到后项,,,,,一度行ってみ__どんな所か分からない。,一度行ってみないことにはどんな所か分からない。,如果不亲自去一次看看的话，是不会知道那究竟是个什么样的地方的。,,jlpt_n2_grammar/3c3b9ad9-9b63-5926-b838-a52fd8e67fa1.mp3
dabia-jlpt::N2 Grammar,7a0418eb-7f02-576f-9527-09d84e034b40,ないこともない,,,V-ない形,主观判断、意志、评价与行为结果 | 并非是不… / 也不是不能…（双重否定表委婉）,,,,,難しいが努力次第では、実現でき__。,難しいが努力次第では、実現できないこともない。,难是很难，但全看你怎么努力，也并非完全没有实现的可能。,,jlpt_n2_grammar/7a0418eb-7f02-576f-9527-09d84e034b40.mp3
dabia-jlpt::N2 Grammar,0e24b1de-87ee-51fc-9453-72248db93b07,ないではいられない,,,V-ない形,主观判断、意志、评价与行为结果 | 动作主体不由自主地、控制不住地去做…,,,,,あまりにおかしくて笑わ__。,あまりにおかしくて笑わないではいられない。,因为实在是太滑稽搞笑了，让人忍不住笑出声来。,,jlpt_n2_grammar/0e24b1de-87ee-51fc-9453-72248db93b07.mp3
dabia-jlpt::N2 Grammar,cef5fa00-49ed-534a-b3fc-939653650039,にきまっている,,,V/A/N-普通形,主观判断、意志、评价与行为结果 | 一定… / 铁定…（毫无根据或极度确信的断定）,,,,,子供は大人の相撲をしたって、負ける__。,子供は大人の相撲をしたって、負けるにきまっている。,小孩子要是去跟大人摔跤，那铁定是输的。,,jlpt_n2_grammar/cef5fa00-49ed-534a-b3fc-939653650039.mp3
dabia-jlpt::N2 Grammar,072548d8-d3b3-52f3-b047-9b29016b8867,に相違ない,,,V/A/N-普通形,主观判断、意志、评价与行为结果 | 一定… / 准是…（书面语，多用于推论或判定）,,,,,電気が消えているから、もう寝てしまった__。,電気が消えているから、もう寝てしまったに相違ない。,既然灯都关了，那一定已经睡着了。,,jlpt_n2_grammar/072548d8-d3b3-52f3-b047-9b29016b8867.mp3
dabia-jlpt::N2 Grammar,a3db6452-4f8c-59aa-a89d-9f5a08109b09,に違いない,,,V/A/N-普通形,主观判断、意志、评价与行为结果 | 一定… / 准是…（根据客观线索进行的把握极高的推测）,,,,,慌てたところを見ると、彼は事実を知っている__。,慌てたところを見ると、彼は事実を知っているに違いない。,一看到他那慌里慌张的样子，他一定已经知道事情的真相了。,,jlpt_n2_grammar/a3db6452-4f8c-59aa-a89d-9f5a08109b09.mp3
dabia-jlpt::N2 Grammar,9d75a386-941a-5d01-8541-daf84fa5e7eb,にほかならない,,,N / 原因句 + から,主观判断、意志、评价与行为结果 | 正是… / 无非是… / 不外乎是（排除其他可能）,,,,,彼に成功をもたらしたものは日々の努力__。,彼に成功をもたらしたものは日々の努力にほかならない。,给他带来成功的，不外乎是每天坚持不懈的努力。,,jlpt_n2_grammar/9d75a386-941a-5d01-8541-daf84fa5e7eb.mp3
dabia-jlpt::N2 Grammar,b0d21948-a131-593b-9794-a008f8acb74c,末に,,,N + の / V-た形,主观判断、意志、评价与行为结果 | 经过长时间的…（深思熟虑/斗争）最终结果,,,,,いろいろ考えた__、私は会社を辞めることにしました。,いろいろ考えた末に、私は会社を辞めることにしました。,在反反复复地深思熟虑之后，我最终决定辞去这份工作。,,jlpt_n2_grammar/b0d21948-a131-593b-9794-a008f8acb74c.mp3
dabia-jlpt::N2 Grammar,701cb6c5-b2e7-55fb-8223-5255e08b0ea8,のもとで,,,N,主观判断、意志、评价与行为结果 | 在…的指导下 / 在…的条件、前提下,,,,,彼はパリ大学のパスカル教授__研究を行った。,彼はパリ大学のパスカル教授のもとで研究を行った。,他在巴黎大学的帕斯卡教授门下潜心进行研究。,,jlpt_n2_grammar/701cb6c5-b2e7-55fb-8223-5255e08b0ea8.mp3
dabia-jlpt::N2 Grammar,7182f1f7-4154-55b4-aba4-479dab69fea9,べきではない,,,V-原型（する 变为 するべき/すべき）,主观判断、意志、评价与行为结果 | 应该…（基于社会道德、常识的“理应如此”）,,,,,暴力行為はどんな理由があっても絶対に許す__。,暴力行為はどんな理由があっても絶対に許すべきではない。,暴力行为不管有什么样的理由，都绝对是不应该被容忍的。,,jlpt_n2_grammar/7182f1f7-4154-55b4-aba4-479dab69fea9.mp3
dabia-jlpt::N2 Grammar,6a6c6e3c-4ea1-54e3-96fd-484db8744b0c,ほかない,,,V-原型,主观判断、意志、评价与行为结果 | 别无他法，只有… / 只能…（极其无奈）,,,,,やることはすべてやったから、後は天に祈る__。,やることはすべてやったから、後は天に祈るほかない。,该做的事情全部都做完了，剩下的除了向苍天祈祷，别无他法。,,jlpt_n2_grammar/6a6c6e3c-4ea1-54e3-96fd-484db8744b0c.mp3
dabia-jlpt::N2 Grammar,e1d64563-5046-5ee2-a37d-86fcd02a2416,まい,,,五段原型/一段去る / （する 变 しまい/すまい）,主观判断、意志、评价与行为结果 | 绝不再…（一类意志） / 大概不会…（二类推测）,,,,,こんな馬鹿な失敗はもう二度とする__。,こんな馬鹿な失敗はもう二度とするまい。,这种愚蠢可笑的失败，我绝不再犯第二次。,,jlpt_n2_grammar/e1d64563-5046-5ee2-a37d-86fcd02a2416.mp3
dabia-jlpt::N2 Grammar,3cff943a-1c1d-5f4b-8210-e363b8f6aa1e,ものがある,,,V/A-连体形,主观判断、意志、评价与行为结果 | 总觉得有些… / 确实有让人感到…之处,,,,,あのピアニストの演奏には聞く者の心をとらえる__。,あのピアニストの演奏には聞く者の心をとらえるものがある。,那位钢琴家的演奏，确实有某种能够紧紧抓住听众心弦的魅力。,,jlpt_n2_grammar/3cff943a-1c1d-5f4b-8210-e363b8f6aa1e.mp3
dabia-jlpt::N2 Grammar,f307262c-9e61-5ecf-b118-3b11e0e03b64,ものか,,,V/A/N-连体形,主观判断、意志、评价与行为结果 | 难道还会…吗？ / 绝不…（强烈的反问否定语气）,,,,,あんな高いレストランには二度と行く__。,あんな高いレストランには二度と行くものか。,那么昂贵差劲的餐厅，我难道还会再去第二次吗？绝不去了。,,jlpt_n2_grammar/f307262c-9e61-5ecf-b118-3b11e0e03b64.mp3
dabia-jlpt::N2 Grammar,74c04ba3-0d8b-52b6-ba31-66b977c3340e,ものではない,,,V-原型,主观判断、意志、评价与行为结果 | 应当… / 本来就应该…（客观常理、本质属性）,,,,,他人の悪口はけっして言う__。,他人の悪口はけっして言うものではない。,绝对不应该在背后说别人的坏话。,,jlpt_n2_grammar/74c04ba3-0d8b-52b6-ba31-66b977c3340e.mp3
dabia-jlpt::N2 Grammar,e80bb395-addb-5f32-be39-e191e4ad7c42,ものだ,,,V/A-连体形,主观判断、意志、评价与行为结果 | 真是…啊（面对当下的事实发出的真切感受）,,,,,今年は私も６０歳だ、年を取るのは早い__。,今年は私も６０歳だ、年を取るのは早いものだ。,今年我自己也满60岁了，时光流逝，人老得可真是快啊。,,jlpt_n2_grammar/e80bb395-addb-5f32-be39-e191e4ad7c42.mp3
dabia-jlpt::N2 Grammar,2b5d9d27-4685-50ba-84cf-cea451355493,ものだ,,,V/A-连体形,主观判断、意志、评价与行为结果 | 普遍规律往往是… / 常有…的情况,,,,,何げない一言が人を勇気付けたり、傷つけたりする__。,何げない一言が人を勇気付けたり、傷つけたりするものだ。,往往一句无心的话，既能够给人带来勇气，也可能会深深伤害到别人。,,jlpt_n2_grammar/2b5d9d27-4685-50ba-84cf-cea451355493.mp3
dabia-jlpt::N2 Grammar,ee4b5599-e608-55d0-a840-cee4af08abbe,ものだ,,,V-た形,主观判断、意志、评价与行为结果 | 回忆过去：以前常常做…（心中充满怀念）,,,,,私も若い頃、夜遅くまで遊び歩いた__。,私も若い頃、夜遅くまで遊び歩いたものだ。,我自己年轻那会儿，也经常在外面一直痛玩游荡到半夜啊。,,jlpt_n2_grammar/ee4b5599-e608-55d0-a840-cee4af08abbe.mp3
dabia-jlpt::N2 Grammar,8831a0b6-efcb-5498-b49b-dcefa83887ac,ものなら,,,V-可能形 / V-意志形,主观判断、意志、评价与行为结果 | 如果能（实现极难的事）的话，就想… / （前项万一要是做了坏事）那可就惨了,,,,,① 少年時代に戻れる__戻ってみたい。,① 少年時代に戻れるものなら戻ってみたい。,如果能…的话） / ② 間違いをしようものなら、上司にひどく怒られる。（要是…的话,,jlpt_n2_grammar/8831a0b6-efcb-5498-b49b-dcefa83887ac.mp3
dabia-jlpt::N2 Grammar,ac26bb36-8a90-5db0-be87-c717bfbd61f9,ようがない,,,V-ます形去掉ます,主观判断、意志、评价与行为结果 | 就算想做也找不到方法，完全无法…,,,,,あんなに頭を下げて頼まれたら、断り__。,あんなに頭を下げて頼まれたら、断りようがない。,人家都已经那样低头诚恳地拜托你了，实在没办法去回绝。,,jlpt_n2_grammar/ac26bb36-8a90-5db0-be87-c717bfbd61f9.mp3
dabia-jlpt::N2 Grammar,8deed4b8-25fb-5267-a847-bbb564387e4a,わけがない,,,V/A/N-连体形,主观判断、意志、评价与行为结果 | 绝不可能… / 毫无道理会…（理所当然的否定）,,,,,こんな難しい問題は誰にでも答えられる__。,こんな難しい問題は誰にでも答えられるわけがない。,这么难的题目，不管是谁都不可能会回答得出来。,,jlpt_n2_grammar/8deed4b8-25fb-5267-a847-bbb564387e4a.mp3
dabia-jlpt::N2 Grammar,fbdd9831-b3ce-5712-9659-a1a4694a84e0,わけではない,,,V/A/N-连体形,主观判断、意志、评价与行为结果 | 理应如此/难怪… / 也并非是…（局部否定）,,,,,今の生活に満足しているといっても、不満がない__。,今の生活に満足しているといっても、不満がないわけではない。,虽说对当下的生活挺满意的，但倒也并非是完全没有一点不满。,,jlpt_n2_grammar/fbdd9831-b3ce-5712-9659-a1a4694a84e0.mp3
